label,auc
No Finding,0.856393672531548
Cardiomegaly,0.8197050885303232
Lung Lesion,0.7465051626926603
Edema,0.7945507477424448
Consolidation,0.7002314241048034
Pneumonia,0.7218880527963272
Atelectasis,0.6575525111424101
Pneumothorax,0.8045514292274685
