label,auc
Atelectasis,0.692968121195337
Cardiomegaly,0.8687303740063173
Consolidation,0.7322968205357412
Edema,0.8343711552148961
Enlarged Cardiomediastinum,0.7063488332708915
Fracture,0.7880505422845642
Lung Lesion,0.7881566329879107
Lung Opacity,0.7322072382153931
No Finding,0.8842215816200013
Pleural Effusion,0.8718940471628602
Pleural Other,0.8241709950411801
Pneumonia,0.7619390442154013
Pneumothorax,0.8709126431986856
Support Devices,0.8807551006198251
