label,auc
No Finding,0.7652375780942997
Cardiomegaly,0.832151044539234
Lung Lesion,0.7457155610457196
Atelectasis,0.8024496370747443
Pneumothorax,0.842898518887939
Pneumonia,0.7656178832085526
Edema,0.8608794448366334
Consolidation,0.7897849277159621
